Node	Exact
0	0.09323545445
1	0.09925959617
2	0.07384681877
3	0.08273185127
4	0.1123212998
5	0.1105469752
6	0.02005612911
7	0.060042462
8	0.01770931387
9	0.07063117851
10	0.1016402648
11	0.1038643374
12	0.1021542879
13	0.1013870463
14	0.09075594563
15	0.1054299892
16	0.1083262434
17	0.1181263197
18	0.1078470365
19	0.1030994114
20	0.08786342404
21	0.079712284
22	0.04822150836
23	0.06632312992
24	0.009148459154
25	0.05027092129
26	0.007213359477
27	0.02321185983
28	0.000106846172
29	0.03709487925
30	0.07236495621
31	0.08921559206
32	0.02350539541
33	0.1092657768
34	0.1184273574
35	0.05042414036
36	0.1307348473
37	0.10165967
38	0.1035813904
39	0.1044256648
40	0.0002921428823
41	0.0004947176166
42	0.09733016176
43	0.06692885753
44	0.1177343451
45	0.1105277625
46	0.09914403843
47	0.1026830236
48	0.07306744117
49	0.07839230713
50	0.0642959982
51	0.03313904754
52	0.07376995727
53	0.03724984432
54	0.1025665965
55	0.01390500344
56	0.07974300473
57	0.09175925281
58	0.09512643247
59	0.1068886491
60	0.0720262205
61	0.08992902476
62	0.09065911764
63	0.1037389326
64	0.1052471573
65	0.1000620891
66	0.09930208029
67	0.0001087656425
68	0.001224168025
69	0.08933724193
70	0.05572091586
71	0.01426944133
72	0.07989506389
73	0.1136900677
74	0.1020317453
75	0.09190400215
76	0.1123642325
77	0.1008997918
78	0.1025171042
79	0.05601296671
80	0.07284373665
81	0.03095338209
82	0.07765592211
83	0.005654975995
84	0.08259844064
85	0.01841487247
86	0.06264204227
87	0.09465857521
88	0.1112236453
89	0.06458017311
90	0.1082410925
91	0.08658877394
92	0.1016279241
93	0.04378021321
94	0.08668745974
95	0.09813942774
96	0.1022577275
97	0.1030050646
98	0.1053763105
99	0.101030971
100	0.07988598217
101	0.08998678832
102	0.1157384442
103	0.113867772
104	0.09156172316
105	0.06788271603
106	0.06865949486
107	0.0829745757
108	0.0764550086
109	0.008695044563
110	0.07759998425
111	0.073499987
112	0.02710092529
113	0.08084831773
114	0.09603315538
115	0.1101589913
116	0.08025384159
117	0.07318526197
118	0.1078834859
119	0.09964292164
120	0.1028597741
121	0.1075815142
122	0.1199300357
123	0.1036953866
124	0.1238809197
125	0.06113208181
126	0.1049915857
127	0.1021170723
128	0.005577013981
129	0.01514479588
130	0.05519966085
131	0.09348914539
132	0.04007868275
133	0.06303714726
134	0.05518866059
135	0.04413635528
136	0.03602153991
137	0.03771690334
138	0.0518730714
139	0.04319401591
140	0.08150964123
141	0.04214146545
142	0.1010529949
143	0.1083879523
144	0.02020137031
145	0.06513591616
146	0.09711193891
147	0.1099881638
148	0.07089031198
149	0.0733989791
150	0.09605398324
151	0.1046459798
152	0.08274675185
153	0.09184564884
154	0.1037009457
155	0.09208878524
156	0.1035173016
157	0.1159754365
158	0.0831541653
159	0.01618239238
160	0.0230555504
161	0.0265396157
162	0.05566303856
163	0.1054753903
164	0.1159443306
165	0.04305774061
166	0.06430041775
167	0.1008815265
168	0.1014982425
169	0.08700664855
170	0.1062965128
171	0.01715064218
172	0.08799411361
173	0.0106453541
174	0.1040817722
175	0.01106943136
176	0.08342841701
177	0.07762083148
178	0.05295360701
179	0.07328291661
180	0.04896405605
181	0.08063752927
182	0.03914691581
183	0.05424861646
184	0.1068678335
185	4.236714849e-05
186	0.002150591796
187	6.358310627e-05
188	0.0001908038147
189	0.1022201598
190	0.09066563933
191	0.07550128358
192	0.1033149055
193	0.07437075156
194	0.03619036084
195	0.1035256464
196	0.02305563431
197	0.08201208785
198	0.05757280127
199	0.03985922555
200	0.06635115128
201	0.004156524834
202	0.05991887502
203	0.01898139358
204	0.02346676438
205	0.08221921589
206	0.07207424776
207	0.1008751159
208	0.01990222532
209	0.07682759282
210	0.03317895602
211	0.0474242395
212	0.1067354087
213	0.08119194147
214	0.092722425
215	0.08708158323
216	0.1086298938
217	0.03215988874
218	0.04156489228
219	0.08911710826
220	0.1030823812
221	0.08386390751
222	0.06796818836
223	0.07548857626
224	0.1108901316
225	0.07082836386
226	0.03905969952
227	0.1002159725
228	0.07051211896
229	0.07489022787
230	0.08962470178
231	0.1024776752
232	0.0404786737
233	0.04524804703
234	0.09964008156
235	0.1023882294
236	0.07641531987
237	0.09298311697
238	4.659491371e-05
239	0.0003154087193
240	0.05156769739
241	0.09003726645
242	1.024523161e-05
243	1.024523161e-05
244	0.04037907103
245	0.01231221926
246	0.06516377313
247	0.1050122918
248	0.1146637928
249	0.06820322266
250	0.1071159736
251	7.478201635e-05
252	3.88510445e-05
253	0.07294231723
254	0.07207858773
255	0.1031184322
256	0.1029372853
257	0.01813895516
258	0.03485219022
259	0.09076231105
260	0.1018727546
261	0.07468005082
262	0.08352774242
263	0.0003686055426
264	0.005955611152
265	0.0762640879
266	0.1020201191
267	0.01839835072
268	0.06621864107
269	0.1050648398
270	0.08403203274
271	0.01452496692
272	0.08492629045
273	0.108007927
274	0.08054763659
275	0.04870472137
276	0.08383924383
277	0.1084034664
278	0.1135434926
279	0.01422241586
280	0.01904088071
281	0.09987183815
282	0.1043278379
283	0.09898390003
284	0.1016614304
285	0.1130166284
286	0.001160497095
287	0.001047576413
288	0.1091210047
289	0.09027500348
290	0.1068115827
291	0.01553408405
292	0.02151784237
293	0.1026366383
294	0.1024852161
295	0.02901394057
296	0.05981023855
297	0.05448122728
298	0.1002188743
299	0.08047021013
300	0.08485118081
301	0.063459675
302	0.0673662761
303	0.02034189383
304	0.07639735714
305	0.08440137895
306	0.09050264695
307	0.09900079497
308	0.1027242818
309	0.1026199322
310	0.1010319201
311	0.06462430774
312	0.07408539065
313	0.01691599651
314	0.05420406698
315	0.09628921386
316	0.08826553902
317	0.1133308489
318	0.04512509919
319	0.09604211943
320	0.1144507176
321	0.006270478182
322	0.07371510495
323	0.0995683745
324	0.1041840718
325	0.07333456704
326	0.05522229284
327	0.05167515
328	0.008329217968
329	0.04341064189
330	0.06965287381
331	0.03291197591
332	0.09367586284
333	0.03157686262
334	0.1025774254
335	0.086791781
336	0.09722920204
337	0.0541262985
338	0.03525106746
339	0.07477286503
340	0.01017104293
341	0.07816433223
342	0.08230789492
343	0.1057953208
344	0.07157280503
345	0.09319894784
346	0.1102428502
347	0.09087324138
348	0.1037067667
349	0.1062445581
350	0.1016244851
351	0.09310779659
352	0.02481925377
353	0.01775440929
354	0.02945240364
355	0.0972709227
356	0.1002356005
357	0.09590991962
358	0.1042757175
359	0.09632441591
360	0.1053792405
361	0.03693503005
362	0.1171940787
363	0.07629857642
364	0.05805731565
365	0.03312958602
366	0.03197198817
367	0.04137838882
368	0.09897861295
369	0.08927167793
370	0.1049552371
371	0.09122934708
372	5.485081287e-05
373	0.09207862981
374	0.06087264625
375	0.001224618997
376	0.1037997682
377	0.06797099638
378	0.1045352134
379	0.08514064507
380	0.06775825723
381	0.07903338471
382	0.09767464315
383	0.1031881583
384	0.05745267837
385	0.07308348406
386	0.01422539151
387	0.1022926062
388	0.08739798805
389	0.08668512388
390	0.08656699606
391	0.1026659348
392	0.001575910199
393	0.001049031862
394	0.1023607983
395	0.06323756704
396	0.06792902964
397	0.07093105336
398	0.03733908885
399	0.01805877858
