Node	Exact
0	0.09455517453
1	0.09910808194
2	0.0752148892
3	0.08427586191
4	0.1125612396
5	0.1109190622
6	0.01775440062
7	0.06010780495
8	0.01422624458
9	0.06970573566
10	0.1020956147
11	0.1041580076
12	0.1020670632
13	0.1012920159
14	0.09077365353
15	0.1053390256
16	0.1084088089
17	0.1180907426
18	0.1085456886
19	0.1031624101
20	0.08731094177
21	0.08137991894
22	0.04862259419
23	0.06653699015
24	0.008688198346
25	0.04743394442
26	0.006783054158
27	0.02334604089
28	0
29	0.03751854043
30	0.07116223502
31	0.08918737619
32	0.0288202079
33	0.1081386931
34	0.1181990789
35	0.05192987962
36	0.1304315802
37	0.1015526264
38	0.1039788751
39	0.1043572716
40	9.727520436e-05
41	0.0002033378747
42	0.09743166303
43	0.06318037707
44	0.1175437092
45	0.1106115768
46	0.09928538332
47	0.1025662781
48	0.06885362794
49	0.07837413027
50	0.06500978941
51	0.03810558669
52	0.07395126257
53	0.03629557553
54	0.1027833849
55	0.01462097283
56	0.08006662238
57	0.09212879489
58	0.09600429393
59	0.1067611441
60	0.07292718877
61	0.08991864447
62	0.09064372153
63	0.103859296
64	0.1054746996
65	0.1007336225
66	0.09936603564
67	0.0001022338564
68	0.001236935218
69	0.09052252722
70	0.05232123554
71	0.01834325722
72	0.08031042844
73	0.1145864987
74	0.1022612249
75	0.0961398866
76	0.1123818279
77	0.1004007135
78	0.1023692532
79	0.05226811474
80	0.07148743882
81	0.03185237426
82	0.07880133456
83	0.005230913469
84	0.08252460492
85	0.02217658588
86	0.06524754753
87	0.09509108806
88	0.1109939414
89	0.06471313922
90	0.1084660892
91	0.08714781735
92	0.1012705612
93	0.04627277396
94	0.08617860769
95	0.0980888553
96	0.1022337904
97	0.1029860914
98	0.1049756194
99	0.1010284035
100	0.07829382679
101	0.09041946072
102	0.1156547525
103	0.1138507667
104	0.09235065725
105	0.0679328598
106	0.0695725389
107	0.08357849593
108	0.0768774848
109	0.006254897784
110	0.0784272171
111	0.07546249778
112	0.03073261723
113	0.08129234777
114	0.09571262849
115	0.1100084719
116	0.07947728779
117	0.07395827579
118	0.1071820776
119	0.09910212883
120	0.1028452554
121	0.1065395717
122	0.1199700506
123	0.1030622498
124	0.1238044607
125	0.06356486481
126	0.1048531694
127	0.1023005601
128	0.004251710608
129	0.01145553566
130	0.05838488197
131	0.09215578483
132	0.04023453472
133	0.06294213651
134	0.05374753597
135	0.04347284142
136	0.03773637713
137	0.03774898634
138	0.0517804363
139	0.04670022314
140	0.08070222679
141	0.03705254833
142	0.1008829902
143	0.1075785273
144	0.02034463241
145	0.06703568247
146	0.09766571889
147	0.1099296095
148	0.07105750422
149	0.07414269321
150	0.09763960274
151	0.1036173368
152	0.08236135026
153	0.0932265125
154	0.1049029829
155	0.09149314517
156	0.1036967411
157	0.116279147
158	0.08253713631
159	0.01444121702
160	0.02215056095
161	0.02262458546
162	0.05257429916
163	0.1050149144
164	0.1159726688
165	0.04634891625
166	0.06487940455
167	0.1006607287
168	0.1012343045
169	0.08482773931
170	0.1060278049
171	0.01739177111
172	0.08763733813
173	0.006061167404
174	0.1039092116
175	0.007991276325
176	0.08289893913
177	0.07725074106
178	0.05185935538
179	0.07408985531
180	0.04264241082
181	0.08029977469
182	0.04199261213
183	0.05523161318
184	0.1063018788
185	2.623588945e-05
186	0.002182435263
187	6.312443233e-05
188	0.0002002724796
189	0.1025447215
190	0.09155707154
191	0.07499310025
192	0.1037683471
193	0.07261960652
194	0.04002449318
195	0.1035709997
196	0.02155766795
197	0.08184853153
198	0.05814450444
199	0.04035296977
200	0.06574727949
201	0.003983225321
202	0.0585377892
203	0.02471561574
204	0.02686769351
205	0.08318560682
206	0.07230750935
207	0.1010694161
208	0.01907016423
209	0.07299428021
210	0.02899838246
211	0.04478218973
212	0.1078498283
213	0.08086167811
214	0.09280598415
215	0.08565742817
216	0.1089457874
217	0.02473006326
218	0.03018054588
219	0.08920687841
220	0.1032102444
221	0.08579725224
222	0.06801829693
223	0.07535947667
224	0.1118657891
225	0.06768629137
226	0.03919386654
227	0.1003782516
228	0.07051381387
229	0.07509187947
230	0.08970466463
231	0.1025778556
232	0.04063980565
233	0.04472518421
234	0.09999614255
235	0.1024939707
236	0.07537592104
237	0.09246629064
238	3.813416375e-05
239	0.0003119891008
240	0.05288378784
241	0.0884568579
242	8.174386921e-06
243	8.174386921e-06
244	0.04407289912
245	0.01219466921
246	0.06675057726
247	0.1050598944
248	0.1143788461
249	0.06636890184
250	0.1069398275
251	7.629427793e-05
252	3.587647593e-05
253	0.0732113251
254	0.07267224444
255	0.1041106379
256	0.1030515446
257	0.01967186101
258	0.03751016453
259	0.08689139737
260	0.101726279
261	0.0744019754
262	0.08171571289
263	0.0001075471075
264	0.005251615017
265	0.07859814739
266	0.1019574487
267	0.02050484603
268	0.06598977904
269	0.105417082
270	0.08384874544
271	0.01557935309
272	0.08354403733
273	0.1079513498
274	0.08088003625
275	0.04976940462
276	0.08432950473
277	0.1077682488
278	0.1133211723
279	0.01202615019
280	0.02232239779
281	0.09963907418
282	0.1046054827
283	0.09899685253
284	0.1018453054
285	0.1128427639
286	0.001165915214
287	0.001055923908
288	0.1085359123
289	0.08863418459
290	0.107214284
291	0.01522477448
292	0.02343908344
293	0.1011155327
294	0.1024335265
295	0.02906466454
296	0.05910992009
297	0.04930350167
298	0.100032431
299	0.0803810487
300	0.08488999806
301	0.06399212255
302	0.06652828135
303	0.01942166241
304	0.0785588256
305	0.08404826608
306	0.09109553124
307	0.098857684
308	0.102806909
309	0.1033314439
310	0.100735089
311	0.06459623399
312	0.07352873005
313	0.01530800002
314	0.05250037598
315	0.09587341312
316	0.08878546746
317	0.113777306
318	0.05499571306
319	0.09551117619
320	0.1143048201
321	0.009014377119
322	0.07464075283
323	0.1000211308
324	0.1042925009
325	0.07361960913
326	0.05655486989
327	0.05295822107
328	0.0104196986
329	0.04638616056
330	0.07066211476
331	0.03118968357
332	0.0928834088
333	0.02920037353
334	0.1027329363
335	0.08735442492
336	0.0964265862
337	0.051978184
338	0.03572906801
339	0.0736437317
340	0.01222262281
341	0.08003758501
342	0.08281126047
343	0.1059581423
344	0.07348213238
345	0.09181699795
346	0.1105778078
347	0.09049850194
348	0.1032931607
349	0.1065275443
350	0.1016372109
351	0.09298213516
352	0.02368907924
353	0.01913725266
354	0.02788683576
355	0.0969603487
356	0.100412933
357	0.09616970633
358	0.1041671527
359	0.09574718374
360	0.1038077696
361	0.03146505469
362	0.1172035859
363	0.07626085443
364	0.0576244558
365	0.03013656684
366	0.03061783127
367	0.04538184984
368	0.09884852585
369	0.08943511924
370	0.1051918161
371	0.09107070733
372	0
373	0.09168493844
374	0.05957895808
375	0.0006067194332
376	0.1028274393
377	0.07098307546
378	0.1052159981
379	0.08141623791
380	0.06710999817
381	0.07834421465
382	0.09763172408
383	0.1032218859
384	0.05587549219
385	0.07159630017
386	0.01476609165
387	0.1022198265
388	0.08965444634
389	0.08638368767
390	0.08644496363
391	0.1024712243
392	0.00158726472
393	0.001052183029
394	0.1000014414
395	0.06272911645
396	0.06566959399
397	0.07305979172
398	0.03964275792
399	0.01557145863
400	0
401	0.05486587315
402	0.05480461561
403	0.09299301106
404	0.1019944098
405	0.1105255758
406	0.08639233422
407	0.1048336409
408	0.07948502605
409	0.02107040448
410	0.05400490895
411	0.06595551317
412	0.03633506908
413	0.0004311590926
414	0.07454909652
415	0.0949197836
416	0.02399863552
417	0.05121565804
418	0.0004964601472
419	0.001341961853
420	0.09870507355
421	0.06793254358
422	0.06991559063
423	0.08548952982
424	0.05574171932
425	0.06175221691
426	0.07360962077
427	0.02795961396
428	0.03994652048
429	0.1086761447
430	9.400544959e-05
431	9.400544959e-05
432	0.01379923632
433	0.003997965594
434	0.005773795931
435	0.029332473
436	0.08380990617
437	0.07363744795
438	0.09165360709
439	0.102690098
440	0.02714284825
441	0.04316497514
442	0.004014751029
443	0.05545545059
444	0.08951539931
445	0.03068980167
446	0.04295125544
447	3.626573245e-05
448	0.0001975476839
449	0.09875339844
450	0.00114901092
451	0.002971042136
452	0.1049540059
453	0.1138092815
454	0.008155387358
455	0.006836322492
456	0.008193071656
457	0.08154053798
458	0.04006816777
459	0.07928863592
460	0.05356163616
461	0.06056952226
462	0.1111490723
463	0.1012555195
464	0.1081640489
465	0.1017219295
466	0.09523736893
467	0.003437357775
468	0.1027460906
469	0.09496366731
470	0.08912087525
471	0.1015245091
472	0.1013581914
473	0.08929961424
474	0.04489915511
475	0.08812567927
476	0.04121526604
477	0.09128586742
478	0.02082360515
479	0.04376665244
480	0.04915953752
481	0.08104803045
482	0.05919531795
483	0.08549831493
484	0.0656443196
485	0.03662922612
486	0.1094301171
487	0.1029670439
488	0.1081068455
489	0.02949745517
490	0.03849272716
491	0.04371812937
492	0.08385340103
493	0.07669150766
494	0.06484362339
495	0.08187326419
496	0.0769580048
497	0.06845213435
498	0.02126861307
499	0.07871097735
500	0.01701705943
501	0.1036181461
502	0.08069453231
503	0.111330216
504	0.03603263674
505	0.09847616677
506	0.06626912417
507	0.07284515729
508	0.09084663999
509	0.1053757965
510	0.1107831487
511	0.1078959837
512	0.05939779649
513	0.0507095201
514	0.01789302841
515	0.07251881985
516	0.102372925
517	0.01127775165
518	0.05158477805
519	0.07978649948
520	0.05826440467
521	0.09003164564
522	0.04734781259
523	0.0919848228
524	0.06865523779
525	0.03404416205
526	0.03142990483
527	0.08206514279
528	0.07429154252
529	0.08237632391
530	0.09983788414
531	0.08905374439
532	0.07909822358
533	0.01504474639
534	0.0895362935
535	0.1085190967
536	0.01201731498
537	0.03671407981
538	0.09512481005
539	0.1036136762
540	0.09431295709
541	0.09023636332
542	0.1044979279
543	0.1071157194
544	0.0005579839649
545	0.01374500504
546	0.1087146771
547	0.08902079206
548	0.07599004854
549	0.04910427949
550	0.105749751
551	0.06809120822
552	0.1119763727
553	0.1092025761
554	0.09498319815
555	0.09668286581
556	0.0342134698
557	0.03468287646
558	0.08243871817
559	0.08350820073
560	0.09949135563
561	0.07302682045
562	0.03813613786
563	0.07029720273
564	0.04557964798
565	0.07868407054
566	0.06311321708
567	0.09394392419
568	0.01260945609
569	0.1058425457
570	0.09704775682
571	0.1023750858
572	0.08233441732
573	0.05487229559
574	0.04754351478
575	0.06102638139
576	0.09301507955
